ASVs;JMG1;JMG10;JMG11;JMG12;JMG13;JMG14;JMG15;JMG16;JMG17;JMG18;JMG19;JMG2;JMG20;JMG21;JMG22;JMG23;JMG24;JMG25;JMG26;JMG27;JMG28;JMG29;JMG3;JMG30;JMG31;JMG32;JMG33;JMG34;JMG35;JMG36;JMG37;JMG38;JMG39;JMG4;JMG40;JMG41;JMG42;JMG43;JMG44;JMG45;JMG46;JMG47;JMG48;JMG49;JMG5;JMG50;JMG51;JMG52;JMG53;JMG54;JMG55;JMG56;JMG57;JMG6;JMG7;JMG8;JMG9;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV4455:Cellvibrionaceae;5;5;0;8;0;9;0;15;0;8;5;30;0;6;0;6;8;0;0;1;35;0;0;0;15;4;8;3;0;17;0;5;17;3;20;17;6;81;7;62;4;20;27;19;1;13;24;22;27;5;4;0;3;0;3;7;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;NA;NA
ASV4482:Tagaea;3;10;0;1;2;14;2;10;2;13;10;1;14;14;8;7;13;10;6;12;7;22;0;8;2;6;8;7;15;12;6;1;5;0;7;17;6;5;7;10;14;13;11;9;6;12;11;14;6;4;3;4;7;3;1;0;6;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tagaea;NA
ASV4499:SM1A02;47;33;50;34;20;41;27;64;38;28;25;31;25;19;20;32;19;30;24;42;15;21;36;52;26;28;20;23;22;24;4;54;25;32;26;14;23;24;18;19;8;44;26;9;17;15;20;28;34;39;22;3;13;34;22;16;15;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;NA
ASV4506:Urania-1B-19 marine sediment group;22;16;11;10;20;21;9;66;10;10;17;34;32;23;39;26;40;26;44;56;40;31;12;43;29;10;23;16;29;46;0;42;31;22;21;11;16;7;20;0;17;20;11;5;8;0;19;9;22;40;7;6;6;16;10;12;3;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;NA
ASV4516:Terrimonas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;16;43;0;29;33;4;9;4;11;6;2;13;6;0;18;16;15;3;2;21;5;11;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
ASV4519:Algibacter;12;49;18;46;10;57;10;37;21;7;0;16;4;0;3;2;2;0;0;0;0;0;8;5;1;1;1;2;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;106;44;136;20;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Algibacter;NA
ASV4520:Pedosphaeraceae;4;4;0;3;11;7;8;20;11;8;43;22;36;27;30;27;11;26;4;22;4;23;5;50;28;37;31;26;23;15;3;67;64;17;60;32;127;48;53;40;57;54;39;37;3;51;45;56;15;67;73;47;67;26;5;20;5;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;NA
ASV4558:Bacillus.hwajinpoensis;2;0;0;0;18;0;0;0;2;0;0;0;2;0;0;2;5;3;32;0;0;0;0;0;0;11;0;10;5;0;0;4;0;0;0;4;3;15;25;14;11;3;15;9;0;2;6;2;33;0;5;0;13;2;0;0;6;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;hwajinpoensis
ASV4561:Longimicrobiaceae;0;0;0;0;0;0;0;0;0;0;6;0;2;2;2;2;2;6;10;12;8;2;0;0;10;3;5;2;3;0;66;91;56;0;47;116;73;57;47;43;32;35;20;20;0;24;26;18;38;68;20;34;35;0;0;0;0;Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;NA;NA
ASV4587:Gven-F17;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;1;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Gven-F17;NA;NA
ASV4604:Leeuwenhoekiella;22;0;14;10;9;3;41;1;20;7;20;4;30;3;28;12;22;53;97;10;48;9;17;3;12;28;9;30;4;10;0;4;1;0;0;20;3;0;0;1;1;0;1;2;9;0;17;4;0;0;2;1;4;3;71;2;8;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;NA
ASV4640:Oricola;9;0;64;7;14;3;26;2;14;34;3;5;0;2;0;0;0;0;0;8;9;8;18;0;0;0;0;2;0;2;0;0;0;9;0;0;0;0;1;0;0;0;1;1;28;0;3;0;0;0;1;0;1;5;30;2;41;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Oricola;NA
ASV4661:Desulfobulbus;55;19;14;41;72;4;85;44;19;21;6;54;0;6;0;4;0;5;3;8;3;2;58;0;15;5;10;6;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;6;107;66;45;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;NA
ASV4664:Fluviicola;0;0;0;0;8;0;0;4;0;6;15;1;12;16;8;1;6;8;3;0;3;0;2;2;8;6;8;11;4;11;5;24;37;2;48;7;45;18;17;8;20;35;36;6;12;16;13;12;5;13;19;8;13;3;3;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
ASV4688:Paenibacillus.xylanexedens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;0;1;0;0;1;6;0;0;6;8;0;0;1;8;6;1;3;0;0;0;0;0;0;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;xylanexedens
ASV4695:Kriegella;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;9;2;3;8;0;11;0;0;0;0;5;7;9;4;14;0;2;22;2;8;11;1;14;0;12;5;0;0;21;0;6;39;17;12;7;0;2;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kriegella;NA
ASV4703:Archangium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;NA
ASV4741:Cobetia.marina;13;0;2;0;4;2;4;1;13;3;0;2;1;0;2;1;5;13;294;0;5;2;11;0;0;2;1;8;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Cobetia;marina
ASV4764:Actibacterium;2;10;4;2;3;17;2;5;0;1;14;7;10;5;9;0;16;0;8;9;32;5;0;6;11;13;16;12;19;5;7;16;27;7;11;58;7;10;7;5;9;0;4;29;0;15;29;25;19;7;14;0;23;0;0;19;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;NA
ASV4778:Bacillus;3;0;0;0;5;0;3;0;0;0;0;0;0;0;0;2;0;0;4;13;2;29;1;1;4;16;7;5;3;31;0;2;3;0;17;0;10;7;10;15;7;43;70;26;2;6;14;8;4;0;31;65;41;0;0;0;3;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
ASV4801:Kangiella;0;0;0;0;1;0;0;0;0;0;1;0;5;11;5;22;42;13;0;3;55;3;0;4;12;2;7;2;3;28;0;0;2;0;3;0;0;10;5;18;4;0;0;3;0;0;16;14;14;7;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;Kangiella;NA
ASV4833:Hyphomicrobium;2;0;0;0;11;0;3;0;2;0;18;0;15;8;9;21;14;12;7;28;4;7;2;6;11;12;5;12;18;8;6;0;0;0;0;0;4;0;0;0;0;7;4;1;4;2;2;0;1;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;NA
ASV4840:Flavobacterium.hercynium;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;8;17;0;4;0;4;0;2;0;0;0;3;0;0;5;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;hercynium
ASV4848:Ruminiclostridium;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium;NA
ASV4890:Tamlana.agarivorans;0;0;0;0;0;0;0;0;2;0;2;0;0;0;5;0;0;6;0;0;10;0;0;0;3;3;9;3;0;8;0;14;0;0;9;1;6;18;7;11;8;0;0;10;0;8;39;22;19;9;1;13;1;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tamlana;agarivorans
ASV4909:Haliea;0;0;0;15;4;0;0;0;0;0;3;0;4;3;7;6;13;4;0;0;21;0;0;0;8;6;16;2;5;25;0;3;3;1;8;14;0;2;3;9;12;9;0;16;0;10;18;20;38;20;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Haliea;NA
ASV4922:OM27 clade;3;76;18;32;48;52;8;106;14;7;30;44;17;23;32;15;24;16;15;28;26;13;0;33;29;8;29;18;19;24;0;0;0;51;6;2;14;2;2;7;4;0;4;0;6;4;4;15;4;32;0;1;0;96;23;58;8;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;NA
ASV4931:Yoonia-Loktanella;66;24;38;128;6;40;30;34;52;5;6;61;24;3;31;39;27;36;63;31;44;10;40;0;13;31;10;27;6;4;2;13;29;45;11;32;11;43;18;27;12;11;1;20;63;4;42;20;24;17;10;13;11;92;120;52;38;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;NA
ASV4942:Vibrio.gallicus;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;gallicus
ASV4949:Porticoccus;2;12;13;15;6;5;0;12;6;2;21;5;7;26;17;5;5;4;6;0;6;0;6;0;21;8;19;10;9;6;0;3;0;8;0;0;0;14;0;10;0;0;0;0;0;2;3;4;0;10;0;0;0;23;3;11;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus;NA
ASV4960:Pseudohalocynthiibacter.aestuariivivens;0;0;0;2;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;1;13;0;3;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter;aestuariivivens
ASV4992:Desulfoconvexum;0;4;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;2;13;0;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfoconvexum;NA
ASV5068:C2U;0;4;0;0;0;7;0;2;3;5;7;0;8;13;6;7;10;7;5;13;10;5;0;2;12;5;5;4;10;3;4;4;9;0;2;4;5;4;4;1;9;5;4;0;4;3;3;10;5;0;6;0;0;2;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;C2U;NA;NA
ASV5087:Roseibacillus;13;56;20;52;4;38;8;78;23;7;13;113;16;10;6;4;4;13;8;19;31;4;6;8;27;7;16;8;4;14;11;10;52;90;20;55;15;21;12;17;21;5;5;23;12;16;48;35;24;41;19;9;14;74;31;51;53;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;NA
ASV5116:Halomonas.saccharevitans;0;0;6;30;10;5;6;5;0;8;0;1;3;0;7;4;8;2;3;9;1;3;0;4;3;0;0;11;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;2;3;0;0;1;0;0;0;17;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;saccharevitans
ASV5133:Sphingomonadaceae;20;1;12;17;18;4;31;3;52;14;4;36;0;0;3;6;4;2;12;5;12;12;17;0;3;1;11;6;0;6;13;18;21;16;12;22;17;5;9;10;8;5;6;4;16;9;9;7;10;10;3;0;8;7;42;17;9;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;NA
ASV5162:Microbulbifer.hydrolyticus;2;2;1;3;5;0;1;3;2;3;2;6;7;3;1;3;15;4;12;2;8;4;0;2;10;2;3;0;3;12;0;0;8;12;0;0;0;3;0;0;3;0;0;13;3;2;24;17;8;3;0;0;0;11;6;1;3;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer;hydrolyticus
ASV5194:Parvularculaceae;12;3;41;5;9;2;38;3;25;3;16;0;17;9;19;24;14;16;11;7;0;15;0;4;10;14;3;20;10;11;0;4;10;0;7;0;0;11;12;10;4;12;9;3;0;11;0;6;0;18;6;2;10;0;9;26;5;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;NA;NA
ASV5233:Nitrospira.marina;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;7;7;0;4;15;11;1;2;2;3;2;5;9;1;0;4;10;16;7;5;1;1;0;1;0;0;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;marina
ASV5251:Thalassotalea;5;0;1;0;38;0;15;2;4;9;22;0;14;14;26;22;14;10;5;33;7;5;10;9;4;3;6;11;0;6;0;0;0;0;0;0;6;0;0;2;0;1;0;0;15;4;2;0;0;0;3;1;0;2;4;2;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Thalassotalea;NA
ASV5254:Hassallia;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;2;0;1;2;0;0;20;37;64;0;37;33;21;17;2;16;5;12;18;34;0;14;22;48;34;20;47;0;49;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Hassallia;NA
ASV5259:Hungateiclostridiaceae;0;0;5;0;2;0;1;2;0;0;0;3;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;1;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA;NA
ASV5296:Falsirhodobacter;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;1;29;32;54;0;27;60;24;13;10;13;20;19;17;20;0;13;19;21;15;20;27;12;28;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;NA
ASV5319:Thiohalorhabdaceae;26;63;47;57;5;45;27;93;40;32;10;55;6;2;6;3;6;2;3;6;3;3;15;0;1;1;3;0;8;1;0;0;1;51;0;6;0;1;0;1;0;0;4;0;36;1;0;4;7;0;0;0;0;105;64;81;14;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;NA;NA
ASV5328:Iamia;0;7;4;4;0;9;0;5;1;0;0;3;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;8;31;27;6;33;46;27;5;17;11;8;21;14;7;0;5;0;19;13;2;38;0;54;3;1;4;0;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;NA
ASV5350:Rhodanobacteraceae;2;6;0;2;0;4;0;0;0;0;0;3;0;1;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;4;16;49;6;23;33;7;10;5;8;0;5;3;5;0;10;21;36;7;2;8;0;13;7;3;5;1;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;NA
ASV5369:Vermiphilaceae;51;1;84;1;5;3;26;2;56;16;7;1;6;7;0;10;10;1;20;22;2;44;31;17;15;11;12;19;23;7;0;8;0;0;2;4;0;59;22;65;25;5;5;19;29;23;6;14;39;70;13;1;7;0;6;4;64;Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
ASV5384:Thermomarinilinea;13;16;15;54;2;5;39;45;13;35;0;26;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;16;9;12;21;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;NA
ASV5440:SCGC AAA164-E04;8;20;5;7;2;20;0;37;14;9;13;21;24;13;28;8;12;3;3;19;14;4;6;10;39;16;44;16;17;21;24;74;60;13;19;47;48;45;47;39;37;14;13;59;3;29;65;54;43;135;38;15;17;43;7;39;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04;NA
ASV5454:Roseobacter clade CHAB-I-5 lineage;4;4;0;11;0;8;0;4;11;4;0;10;4;0;3;3;5;0;3;0;6;0;4;1;0;2;7;0;4;4;0;0;0;17;0;0;0;3;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;8;9;3;3;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade CHAB-I-5 lineage;NA
ASV5455:Magnetospiraceae;11;28;15;43;27;18;10;37;15;20;44;15;31;43;44;27;30;26;10;41;13;26;0;59;17;17;31;22;27;46;2;33;9;28;0;8;6;6;12;7;21;14;8;6;2;19;13;8;1;16;13;0;1;39;17;15;18;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;NA;NA
ASV5477:AqS1;0;0;3;0;27;3;6;4;2;12;23;2;25;25;35;19;21;33;13;34;12;33;0;48;27;21;25;22;29;33;4;13;2;1;0;0;0;17;34;13;34;7;20;19;14;37;5;14;15;23;2;0;0;0;0;0;4;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1;NA
ASV5519:Symploca PCC-8002;0;0;0;151;0;18;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;Symploca PCC-8002;NA
ASV5527:Thiohalophilus;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thiohalophilus;NA
ASV5538:Aquibacter;22;23;20;33;24;17;15;44;33;22;1;10;8;1;7;0;1;0;0;7;0;5;4;0;0;1;2;0;0;3;0;0;28;15;8;15;0;20;13;21;6;0;2;7;25;16;26;18;5;8;8;2;5;85;25;76;40;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter;NA
ASV5567:Desulfopila;43;51;14;216;35;76;10;97;8;41;32;73;8;28;10;10;5;16;7;53;27;73;12;20;2;0;6;1;11;2;0;0;0;22;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;60;12;81;17;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfopila;NA
ASV5574:Psychrobacter;53;0;2;0;4;0;9;0;8;2;1;0;0;0;0;0;2;18;285;0;0;3;4;0;0;0;0;8;0;6;0;3;0;0;0;18;5;0;0;0;0;0;0;0;23;0;4;0;3;3;0;0;0;0;8;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;NA
ASV5631:Clostridium sensu stricto 17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 17;NA
ASV5642:Litorilinea;10;0;3;1;0;5;4;1;7;9;7;0;4;12;10;4;13;6;9;15;4;8;0;12;6;5;2;6;9;3;0;3;6;1;2;1;6;4;2;3;0;4;7;0;0;0;0;12;2;0;6;2;5;0;4;0;3;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Litorilinea;NA
ASV5647:Phaselicystis;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;NA
ASV5661:Coleofasciculus PCC-7420.chthonoplastes;1;8;0;5;1;27;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;41;0;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;Coleofasciculus PCC-7420;chthonoplastes
ASV5681:Gaiella;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;4;1;2;0;0;0;0;2;0;3;0;0;0;0;0;26;24;0;116;12;29;13;7;11;5;18;26;4;0;4;4;9;4;4;63;3;60;0;0;0;0;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
ASV5692:Spirochaetaceae;6;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;2;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;NA;NA
ASV5708:Vibrio.nereis;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;nereis
ASV5716:Aestuariivivens;17;57;34;18;0;21;9;48;16;0;0;12;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;72;43;101;13;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aestuariivivens;NA
ASV5738:Roseovarius;13;0;19;19;3;11;0;15;3;0;0;9;6;0;0;4;7;13;12;7;50;2;2;6;8;0;12;2;2;18;0;2;8;9;0;3;0;1;0;0;0;0;0;0;5;0;7;0;1;0;0;0;2;16;10;14;6;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;NA
ASV5753:Sandaracinus;8;33;15;23;6;30;3;40;25;17;10;33;14;13;13;6;8;19;11;37;16;18;12;10;21;14;22;18;19;12;1;42;21;41;15;13;13;17;15;7;15;12;5;20;6;21;17;18;9;35;12;3;5;47;17;20;10;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;NA
ASV5754:Desulforhopalus;26;2;9;14;10;11;7;7;3;1;15;7;2;19;2;2;2;11;1;17;14;20;46;14;15;2;9;4;15;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;8;29;36;2;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulforhopalus;NA
ASV5762:Sutterellaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;33;0;33;2;0;0;0;3;2;0;0;0;0;0;0;0;38;22;31;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;NA;NA
ASV5765:GOUTA6;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;18;0;0;1;1;1;0;0;0;0;0;0;18;0;7;0;0;0;0;21;5;0;8;5;1;7;0;0;5;0;0;0;0;0;4;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;NA
ASV5848:Microlunatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;9;0;0;2;3;2;1;0;1;0;2;0;0;0;2;4;0;0;3;0;2;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;NA
ASV5856:DEV007;28;71;62;25;25;42;35;72;52;54;21;104;30;23;24;11;6;31;19;40;53;3;12;10;24;41;29;23;25;36;28;43;147;104;37;83;43;65;60;31;40;13;18;54;18;32;159;60;76;81;43;14;27;84;36;83;44;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;NA;NA
ASV5877:Desulfatitalea;148;0;8;4;7;4;41;2;15;23;3;2;0;2;3;2;3;4;0;14;0;6;18;5;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;36;0;0;0;0;0;2;0;1;2;28;12;17;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfatitalea;NA
ASV5885:Joostella.marina;0;0;0;0;4;0;0;0;0;0;0;0;0;2;4;2;1;1;0;0;3;0;0;0;0;0;0;5;0;0;0;8;2;0;8;4;6;17;2;13;4;4;1;32;0;5;65;10;9;4;2;6;6;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Joostella;marina
ASV5887:Domibacillus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;7;0;65;0;7;2;3;0;6;9;21;2;0;1;0;0;1;0;29;3;27;0;0;0;0;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus;NA
