ASVs;JMG1;JMG10;JMG11;JMG12;JMG13;JMG14;JMG15;JMG16;JMG17;JMG18;JMG19;JMG2;JMG20;JMG21;JMG22;JMG23;JMG24;JMG25;JMG26;JMG27;JMG28;JMG29;JMG3;JMG30;JMG31;JMG32;JMG33;JMG34;JMG35;JMG36;JMG37;JMG38;JMG39;JMG4;JMG40;JMG41;JMG42;JMG43;JMG44;JMG45;JMG46;JMG47;JMG48;JMG49;JMG5;JMG50;JMG51;JMG52;JMG53;JMG54;JMG55;JMG56;JMG57;JMG6;JMG7;JMG8;JMG9;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV11333:Porticoccaceae;0;0;0;0;0;3;0;0;0;0;0;0;10;0;12;13;9;6;0;0;2;0;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;NA;NA
ASV11343:Halobacillus;1;0;0;0;0;0;1;0;0;0;0;0;0;2;5;3;3;8;24;1;2;0;0;7;6;16;2;18;3;0;0;2;2;0;2;4;0;0;1;7;0;0;16;6;0;0;3;0;16;2;2;0;2;0;0;0;0;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;NA
ASV11407:Lewinella.xylanilytica;4;0;2;3;0;1;0;0;0;0;0;35;0;3;4;2;0;9;1;5;13;2;5;3;1;8;8;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;5;0;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;xylanilytica
ASV11504:Desulfomonile;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile;NA
ASV11520:Halomonas.sulfidaeris;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;2;18;5;42;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;14;0;2;0;4;1;0;0;0;1;0;0;0;25;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;sulfidaeris
ASV11602:Marinicella;9;13;9;40;4;12;4;10;9;1;3;4;17;4;5;7;4;10;10;0;9;2;0;8;4;5;4;1;0;2;0;4;3;14;1;0;0;3;0;4;0;1;3;0;7;2;10;13;2;0;2;0;2;36;23;16;5;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;NA
ASV11669:SB-5;31;18;21;29;15;10;12;6;7;7;7;26;0;0;5;2;5;8;9;9;0;5;43;0;0;0;0;0;4;0;0;0;0;1;3;0;0;0;0;2;0;0;4;2;24;5;8;1;0;0;7;0;0;6;10;13;9;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;NA;NA
ASV11674:cvE6;1;0;12;4;0;0;3;3;5;10;5;0;7;4;6;3;7;7;6;26;1;0;0;5;5;13;12;15;10;7;0;7;0;0;0;0;0;11;2;6;6;0;4;7;0;9;13;16;8;16;1;0;2;2;0;0;3;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;NA;NA
ASV11676:Acidiferrobacteraceae;1;5;0;9;4;3;1;6;1;3;4;7;2;6;3;2;4;0;4;10;3;3;0;6;5;0;2;2;2;1;0;0;0;4;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;3;1;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;NA;NA
ASV11687:Thalassobius;10;0;0;1;0;0;19;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;3;10;0;6;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;NA
ASV11691:37-13;0;3;0;1;12;0;1;2;3;3;13;0;6;15;8;3;5;4;3;6;3;3;2;11;0;4;0;4;4;1;0;13;4;2;5;9;0;3;6;3;2;0;0;7;4;10;6;15;10;25;6;1;0;2;1;1;5;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;37-13;NA;NA
ASV11692:Waddlia;0;0;0;0;0;0;0;0;0;7;5;0;4;0;0;4;7;7;8;7;0;0;0;6;3;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;0;0;0;0;0;0;0;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Waddliaceae;Waddlia;NA
ASV11694:Vibrio.oceanisediminis;0;0;0;0;0;0;0;0;0;0;0;0;3;7;7;0;0;6;18;0;5;0;0;0;0;5;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;oceanisediminis
ASV11774:Sediminispirochaeta;16;6;18;8;5;12;7;19;15;8;0;18;1;1;2;0;0;0;0;1;0;25;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;12;11;25;6;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta;NA
ASV11873:Pseudomonas.sabulinigri;0;1;0;0;0;0;0;0;0;1;0;2;5;1;6;0;0;2;7;0;0;0;2;0;0;4;0;0;0;4;0;1;0;0;0;6;0;0;0;0;0;0;0;5;0;0;3;0;2;7;1;2;1;3;5;2;14;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;sabulinigri
ASV11888:Thiomicrorhabdus;64;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;28;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrorhabdus;NA
ASV11899:Draconibacterium.orientale;0;5;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;50;3;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;orientale
ASV11905:Marinomonas.atlantica;0;0;2;3;0;0;2;3;2;6;0;0;0;1;0;2;0;2;2;4;0;0;8;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;2;3;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas;atlantica
ASV11920:Ellin6055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;7;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;NA
ASV11921:Pseudomonas.marincola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;1;0;0;39;0;0;0;4;0;3;1;0;0;0;3;1;0;0;1;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;marincola
ASV11933:Roseomonas;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA
ASV11972:Pseudorhodoplanes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;2;0;2;10;12;0;0;0;0;3;3;3;0;1;0;2;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudorhodoplanes;NA
ASV11989:Psychromonas.ingrahamii;23;0;0;0;0;0;3;0;0;0;3;0;3;0;4;4;11;4;35;1;9;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Psychromonadaceae;Psychromonas;ingrahamii
ASV11998:Algisphaera;8;3;0;4;0;2;0;15;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;13;0;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera;NA
ASV12096:Nannocystis;3;13;8;7;5;25;0;17;19;5;0;8;0;0;0;0;0;0;2;3;4;5;0;0;4;2;0;0;5;0;1;7;3;18;1;4;8;0;2;0;2;3;3;2;4;5;7;3;3;11;2;0;0;22;0;17;0;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis;NA
ASV12102:[Rhizobium] sphaerophysae group.helanshanense;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;8;0;0;14;4;6;3;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;[Rhizobium] sphaerophysae group;helanshanense
ASV12110:MSB-1D1;0;0;0;0;18;0;4;0;1;9;2;0;4;2;3;5;5;3;0;2;3;0;0;9;5;0;4;1;0;6;0;5;0;0;0;0;0;3;0;0;0;8;0;5;0;9;7;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;MSB-1D1;NA
ASV12192:Pseudobacteriovorax;0;7;0;9;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;2;1;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax;NA
ASV12232:Haliangium.ochraceum;0;0;0;23;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15;1;0;1;4;0;0;0;0;3;0;0;0;0;0;0;0;4;32;0;0;0;0;0;0;0;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;ochraceum
ASV12236:Edaphobaculum;7;0;0;13;5;7;0;4;7;4;0;0;0;0;4;2;0;6;0;4;5;0;0;0;1;0;0;0;3;0;5;11;0;1;11;17;12;5;2;4;5;7;8;0;0;4;6;5;0;0;9;3;5;9;10;11;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;NA
ASV12241:Listeria;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;NA
ASV12308:Labilibacter;12;0;0;1;4;0;11;5;5;0;2;8;0;0;1;0;0;0;0;0;0;2;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;32;0;0;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Labilibacter;NA
ASV12315:Granulosicoccus;0;13;4;3;0;13;1;23;7;3;1;12;0;0;0;1;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;4;9;7;3;7;5;4;0;2;1;2;0;0;8;0;7;4;0;0;2;0;0;11;7;15;0;Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;Granulosicoccaceae;Granulosicoccus;NA
ASV12330:Cerasicoccus;0;3;0;2;0;5;0;8;0;0;4;4;4;3;1;0;0;3;0;0;0;0;0;0;4;0;3;3;0;2;0;0;7;6;3;0;10;0;3;1;2;2;3;0;0;0;1;0;8;7;0;0;0;4;0;8;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus;NA
ASV12340:Qipengyuania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;15;18;0;9;29;29;0;0;5;11;8;11;0;0;0;4;6;0;1;3;0;4;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;NA
ASV12408:Marinifilum;79;2;0;0;0;1;5;5;0;1;0;1;2;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;3;42;3;0;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum;NA
ASV12419:MSB-3C8;6;3;10;15;0;7;3;11;8;0;0;7;0;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;10;11;25;4;Bacteria;Bacteroidota;Kryptonia;Kryptoniales;MSB-3C8;NA;NA
ASV12427:Celerinatantimonas;0;5;0;3;0;12;4;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;6;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Celerinatantimonadaceae;Celerinatantimonas;NA
ASV12429:Arenicellaceae;0;2;17;0;0;8;3;7;1;1;1;5;2;1;2;2;0;5;1;1;10;0;0;2;4;1;0;1;0;2;0;0;0;10;2;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0;0;0;0;17;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;NA;NA
ASV12546:Rubritaleaceae;10;6;0;0;0;0;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;14;8;19;8;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;NA;NA
ASV12550:Muricauda.aquimarina;0;0;7;17;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;2;3;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda;aquimarina
ASV12562:Bacillus.decolorationis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;2;0;0;0;3;0;0;0;0;5;31;0;0;0;5;0;5;0;3;0;0;0;0;0;0;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;decolorationis
ASV12565:Ferruginibacter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;9;9;0;0;17;7;3;0;0;3;4;8;0;0;1;5;2;2;0;10;3;10;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
ASV12567:Chthoniobacter;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;3;0;6;1;0;3;0;5;17;0;12;28;5;8;1;9;5;0;0;6;0;1;12;6;0;7;5;0;15;0;0;0;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
ASV12615:Anaerosinus;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;1;0;0;0;10;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus;NA
ASV12648:SBZC-1223;2;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;SBZC-1223;NA
ASV12689:Dokdonia;0;10;0;0;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;5;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Dokdonia;NA
ASV12708:Flavobacterium.antarcticum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;antarcticum
ASV12738:Kineosporia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;0;3;5;0;0;0;0;2;0;7;0;0;0;0;8;4;0;3;0;2;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;NA
ASV12769:Desulfobacteraceae;0;10;0;19;7;8;0;23;0;0;2;9;0;0;0;0;0;0;0;1;2;3;5;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;37;0;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;NA;NA
ASV12875:Jejudonia;2;0;0;0;0;3;0;1;0;0;1;2;1;2;0;0;0;0;2;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;7;0;0;1;0;0;0;0;0;0;2;1;0;2;0;2;0;3;0;1;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Jejudonia;NA
ASV12879:Bacteroidetes vadinHA17;34;4;5;5;6;3;9;5;12;3;6;15;0;2;0;0;0;0;0;2;0;0;16;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;1;7;0;20;0;0;0;0;0;22;0;19;0;24;13;9;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;NA
ASV12889:Candidatus Latescibacter;2;1;0;5;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Candidatus Latescibacter;NA
ASV12900:Zunongwangia;0;0;1;0;3;0;26;0;15;2;1;0;0;1;0;0;0;0;0;0;4;0;7;0;0;0;0;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;6;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zunongwangia;NA
ASV12913:Wenxinia;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;6;0;8;7;3;0;0;0;0;4;10;0;0;0;2;2;0;0;6;1;1;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Wenxinia;NA
ASV12917:Microbacterium.kitamiense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;9;2;6;0;0;2;7;0;0;2;0;0;2;4;0;0;3;3;10;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;kitamiense
ASV12925:Paraglaciecola;7;0;0;4;6;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;3;8;6;0;2;5;6;3;5;0;0;0;8;0;0;0;4;0;2;0;2;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Paraglaciecola;NA
ASV13126:Paenisporosarcina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;18;0;19;0;0;4;0;0;9;0;0;0;0;0;1;4;0;0;0;0;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;NA
ASV13129:Aquimarina;3;7;0;4;0;0;1;16;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;6;5;1;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquimarina;NA
ASV13157:Vitellibacter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;2;0;4;14;0;4;28;3;7;1;7;0;10;12;2;1;0;2;0;0;3;3;1;3;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Vitellibacter;NA
ASV13167:Opitutus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;11;5;0;0;7;3;4;0;0;4;0;0;4;3;0;2;6;0;0;0;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;NA
ASV13178:Pseudolabrys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;3;5;0;0;0;9;3;0;0;3;0;0;5;7;0;0;4;0;6;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;NA
ASV13220:Shewanella.frigidimarina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;frigidimarina
ASV13286:Halocynthiibacter.arcticus;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;0;7;2;0;0;16;2;0;9;2;0;0;0;0;0;0;0;0;1;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;arcticus
ASV13292:Seonamhaeicola;0;1;1;0;3;1;0;0;0;4;3;0;6;9;2;0;0;0;2;7;3;0;0;1;2;0;3;3;2;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;3;2;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Seonamhaeicola;NA
ASV13296:Tumebacillus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2;0;22;0;14;0;0;0;0;0;6;0;0;0;0;0;0;0;61;2;67;0;0;0;0;Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;NA
ASV13302:Pseudomonas.brassicacearum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;5;11;0;0;0;0;0;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;brassicacearum
ASV13399:Mesonia.phycicola;2;0;0;0;0;0;7;0;0;0;6;0;1;7;0;0;0;13;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia;phycicola
ASV13518:Simkaniaceae;22;0;10;0;2;0;6;2;12;1;0;0;5;0;0;0;0;0;0;6;0;1;36;0;2;4;0;2;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;1;4;0;9;0;4;0;0;0;0;0;1;0;12;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;NA;NA
ASV13522:Lewinella.persica;5;3;0;3;1;0;0;2;2;0;2;0;2;0;3;0;1;2;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;persica
ASV13539:Marinobacter.algicola;0;0;0;52;0;1;0;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;0;3;0;0;0;0;0;1;0;0;2;0;0;6;0;4;0;2;1;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;algicola
ASV13565:Virgisporangium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;4;6;0;2;0;2;7;14;0;0;0;3;4;3;0;0;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;NA
ASV13630:Synechococcus MBIC10613;0;11;0;1;0;3;0;3;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus MBIC10613;NA
ASV13656:Motiliproteus;0;8;0;0;9;8;0;6;0;0;0;1;1;1;3;2;1;0;0;0;4;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;23;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Motiliproteus;NA
