Spalte1	ID	Pixel_total	Pixel_nreduced	Pixel_reduced	Pixel_green	Pixel_black	Depth	Zone	Treatment	Plot_ID	Side	Month	Year	ri	Date_full	subplot	ID_plot_subplot	plotid	date.insertion	date.retreaval	campaign
1330	372b-G6-07-23.jpg	228145	145901	78939	1262	2043	10-20 cm	HM	+3.0°C	372	G	July	23	0.351089664	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1331	372b-G6-07-23.jpg	228145	20773	204273	2198	901	20-30 cm	HM	+3.0°C	372	G	July	23	0.907694427	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1332	372b-G6-07-23.jpg	228145	24481	197008	5194	1462	30-40 cm	HM	+3.0°C	372	G	July	23	0.889470809	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1333	372b-G6-07-23.jpg	228145	48408	171924	7427	386	40-50 cm	HM	+3.0°C	372	G	July	23	0.780295191	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1334	372b-G6-07-23.jpg	228145	105699	114169	7515	762	50-60 cm	HM	+3.0°C	372	G	July	23	0.519261557	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1335	372b-G6-07-23.jpg	228145	199810	17738	575	10022	60-70 cm	HM	+3.0°C	372	G	July	23	0.081536029	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1336	372b-G6-07-23.jpg	226464	216237	98	789	9340	70-80 cm	HM	+3.0°C	372	G	July	23	0.000453001	07-23	G6	372G6	372	2023-07-31	2023-09-11	five
1337	372b-G6-09-23.jpg	243403	192886	29741	2808	17968	0-10 cm	HM	+3.0°C	372	G	September	23	0.133591164	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1338	372b-G6-09-23.jpg	243403	79704	147797	958	14944	10-20 cm	HM	+3.0°C	372	G	September	23	0.649654287	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1339	372b-G6-09-23.jpg	243403	101423	125798	1217	14965	20-30 cm	HM	+3.0°C	372	G	September	23	0.553637208	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1340	372b-G6-09-23.jpg	243403	15397	212318	4429	11259	30-40 cm	HM	+3.0°C	372	G	September	23	0.932384779	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1341	372b-G6-09-23.jpg	243403	4940	223684	5197	9582	40-50 cm	HM	+3.0°C	372	G	September	23	0.97839247	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1342	372b-G6-09-23.jpg	243403	9345	218478	4700	10880	50-60 cm	HM	+3.0°C	372	G	September	23	0.958981314	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1343	372b-G6-09-23.jpg	243403	65949	160432	1367	15655	60-70 cm	HM	+3.0°C	372	G	September	23	0.708681382	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1344	372b-G6-09-23.jpg	241248	219657	1327	1258	19006	70-80 cm	HM	+3.0°C	372	G	September	23	0.00600496	09-23	G6	372G6	372	2023-09-11	2023-10-23	six
1345	380a-A6-07-23.jpg	228145	54227	170227	749	2942	0-10 cm	HM	ambient	380	A	July	23	0.75840484	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1346	380a-A6-07-23.jpg	228145	12158	211527	1276	3184	10-20 cm	HM	ambient	380	A	July	23	0.94564678	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1347	380a-A6-07-23.jpg	228145	188	223566	2728	1663	20-30 cm	HM	ambient	380	A	July	23	0.999159792	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1348	380a-A6-07-23.jpg	228145	23720	200074	4306	45	30-40 cm	HM	ambient	380	A	July	23	0.89400967	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1349	380a-A6-07-23.jpg	228145	95512	126261	6372	0	40-50 cm	HM	ambient	380	A	July	23	0.569325391	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1350	380a-A6-07-23.jpg	228145	98859	120304	8406	576	50-60 cm	HM	ambient	380	A	July	23	0.548924773	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1351	380a-A6-07-23.jpg	228145	38146	184392	443	5164	60-70 cm	HM	ambient	380	A	July	23	0.828586578	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1352	380a-A6-07-23.jpg	226464	216186	5840	592	3846	70-80 cm	HM	ambient	380	A	July	23	0.026303226	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1353	380a-A6-09-23.jpg	243762	36495	189423	1981	15863	0-10 cm	HM	ambient	380	A	September	23	0.838459087	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1354	380a-A6-09-23.jpg	243762	4139	223112	2620	13891	10-20 cm	HM	ambient	380	A	September	23	0.981786659	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1355	380a-A6-09-23.jpg	243762	15073	212463	4676	11550	20-30 cm	HM	ambient	380	A	September	23	0.933755538	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1356	380a-A6-09-23.jpg	243762	30088	198076	7822	7776	30-40 cm	HM	ambient	380	A	September	23	0.868129942	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1357	380a-A6-09-23.jpg	243762	7096	218896	9992	7778	40-50 cm	HM	ambient	380	A	September	23	0.968600658	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1358	380a-A6-09-23.jpg	243762	1954	223016	8231	10561	50-60 cm	HM	ambient	380	A	September	23	0.991314397	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1359	380a-A6-09-23.jpg	243762	1005	223846	880	18031	60-70 cm	HM	ambient	380	A	September	23	0.995530373	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1360	380a-A6-09-23.jpg	242684	79290	143197	1717	18480	70-80 cm	HM	ambient	380	A	September	23	0.643619627	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1361	380a-G6-07-23.jpg	228145	156110	69415	1059	1561	0-10 cm	HM	ambient	380	G	July	23	0.307792928	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1362	380a-G6-07-23.jpg	228145	108443	116643	1066	1993	10-20 cm	HM	ambient	380	G	July	23	0.51821526	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1363	380a-G6-07-23.jpg	228145	66334	158578	1655	1578	20-30 cm	HM	ambient	380	G	July	23	0.705066871	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1364	380a-G6-07-23.jpg	228145	53156	170680	2585	1724	30-40 cm	HM	ambient	380	G	July	23	0.762522561	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1365	380a-G6-07-23.jpg	228145	22164	200718	3302	1961	40-50 cm	HM	ambient	380	G	July	23	0.900557246	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1366	380a-G6-07-23.jpg	228145	6481	217467	3636	561	50-60 cm	HM	ambient	380	G	July	23	0.971060246	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1367	380a-G6-07-23.jpg	228145	111587	112459	343	3756	60-70 cm	HM	ambient	380	G	July	23	0.501946029	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1368	380a-G6-07-23.jpg	226464	219923	1514	1297	3730	70-80 cm	HM	ambient	380	G	July	23	0.006837159	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1369	380a-G6-09-23.jpg	243403	197341	32725	8311	5026	0-10 cm	HM	ambient	380	G	September	23	0.142241791	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1370	380a-G6-09-23.jpg	243403	170977	60930	6441	5055	10-20 cm	HM	ambient	380	G	September	23	0.262734631	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1371	380a-G6-09-23.jpg	243403	139070	90822	6728	6783	20-30 cm	HM	ambient	380	G	September	23	0.395063769	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1372	380a-G6-09-23.jpg	243403	85843	143148	8770	5642	30-40 cm	HM	ambient	380	G	September	23	0.625125005	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1373	380a-G6-09-23.jpg	243403	23161	205167	8963	6112	40-50 cm	HM	ambient	380	G	September	23	0.898562594	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1374	380a-G6-09-23.jpg	243403	8575	219579	7047	8202	50-60 cm	HM	ambient	380	G	September	23	0.962415737	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1375	380a-G6-09-23.jpg	243403	43232	184402	934	14835	60-70 cm	HM	ambient	380	G	September	23	0.810081095	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1376	380a-G6-09-23.jpg	241248	218353	4881	1309	16705	70-80 cm	HM	ambient	380	G	September	23	0.021864949	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1377	380b-A6-07-23.jpg	228145	89565	134923	576	3081	0-10 cm	HM	ambient	380	A	July	23	0.601025445	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1378	380b-A6-07-23.jpg	228145	37504	185764	725	4152	10-20 cm	HM	ambient	380	A	July	23	0.832022502	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1379	380b-A6-07-23.jpg	228145	503	221302	3249	3091	20-30 cm	HM	ambient	380	A	July	23	0.997732242	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1380	380b-A6-07-23.jpg	228145	4310	216053	5555	2227	30-40 cm	HM	ambient	380	A	July	23	0.980441363	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1381	380b-A6-07-23.jpg	228145	73976	151249	2293	627	40-50 cm	HM	ambient	380	A	July	23	0.671546232	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1382	380b-A6-07-23.jpg	228145	55190	168295	2958	1702	50-60 cm	HM	ambient	380	A	July	23	0.753048303	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1383	380b-A6-07-23.jpg	228145	140598	78776	564	8207	60-70 cm	HM	ambient	380	A	July	23	0.359094514	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1384	380b-A6-07-23.jpg	226464	215265	4363	618	6218	70-80 cm	HM	ambient	380	A	July	23	0.019865409	07-23	A6	380A6	380	2023-07-31	2023-09-11	five
1385	380b-A6-09-23.jpg	243403	26008	200487	2674	14234	0-10 cm	HM	ambient	380	A	September	23	0.885171858	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1386	380b-A6-09-23.jpg	243403	2590	225060	3314	12439	10-20 cm	HM	ambient	380	A	September	23	0.988622886	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1387	380b-A6-09-23.jpg	243403	752	227072	5385	10194	20-30 cm	HM	ambient	380	A	September	23	0.996699206	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1388	380b-A6-09-23.jpg	243403	1715	226729	9274	5685	30-40 cm	HM	ambient	380	A	September	23	0.99249269	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1389	380b-A6-09-23.jpg	243403	63340	163617	10721	5725	40-50 cm	HM	ambient	380	A	September	23	0.720916297	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1390	380b-A6-09-23.jpg	243403	44992	181039	8788	8584	50-60 cm	HM	ambient	380	A	September	23	0.800947658	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1391	380b-A6-09-23.jpg	243403	6838	217853	1108	17604	60-70 cm	HM	ambient	380	A	September	23	0.969567094	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1392	380b-A6-09-23.jpg	241248	110486	82848	21099	26815	70-80 cm	HM	ambient	380	A	September	23	0.42852266	09-23	A6	380A6	380	2023-09-11	2023-10-23	six
1393	380b-G6-07-23.jpg	228145	180091	42032	1119	4903	0-10 cm	HM	ambient	380	G	July	23	0.189228491	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1394	380b-G6-07-23.jpg	228145	143134	78990	1665	4356	10-20 cm	HM	ambient	380	G	July	23	0.355612181	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1395	380b-G6-07-23.jpg	228145	116334	107445	1956	2410	20-30 cm	HM	ambient	380	G	July	23	0.480138887	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1396	380b-G6-07-23.jpg	228145	81261	144143	1391	1350	30-40 cm	HM	ambient	380	G	July	23	0.639487321	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1397	380b-G6-07-23.jpg	228145	46920	178746	2196	283	40-50 cm	HM	ambient	380	G	July	23	0.792082104	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1398	380b-G6-07-23.jpg	228145	16081	209358	2308	398	50-60 cm	HM	ambient	380	G	July	23	0.928668065	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1399	380b-G6-07-23.jpg	228145	149672	76016	738	1719	60-70 cm	HM	ambient	380	G	July	23	0.336818971	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1400	380b-G6-07-23.jpg	226464	218601	2433	741	4689	70-80 cm	HM	ambient	380	G	July	23	0.011007356	07-23	G6	380G6	380	2023-07-31	2023-09-11	five
1401	380g-G6-09-23.jpg	242725	173074	58627	7855	3169	0-10 cm	HM	ambient	380	G	September	23	0.253028688	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1402	380g-G6-09-23.jpg	242725	154213	75371	7473	5668	10-20 cm	HM	ambient	380	G	September	23	0.328293784	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1403	380g-G6-09-23.jpg	242725	138252	89076	8224	7173	20-30 cm	HM	ambient	380	G	September	23	0.391839105	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1404	380g-G6-09-23.jpg	242725	114864	112568	9240	6053	30-40 cm	HM	ambient	380	G	September	23	0.494952337	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1405	380g-G6-09-23.jpg	242725	42461	184129	7210	8925	40-50 cm	HM	ambient	380	G	September	23	0.812608676	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1406	380g-G6-09-23.jpg	242725	44626	181261	4740	12098	50-60 cm	HM	ambient	380	G	September	23	0.802441044	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1407	380g-G6-09-23.jpg	242725	6901	218759	966	16099	60-70 cm	HM	ambient	380	G	September	23	0.969418594	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1408	380g-G6-09-23.jpg	242008	208471	13682	1828	18027	70-80 cm	HM	ambient	380	G	September	23	0.061588185	09-23	G6	380G6	380	2023-09-11	2023-10-23	six
1409	381a-A6-07-23.jpg	228145	66817	160888	283	157	0-10 cm	HM	+1.5°C	381	A	July	23	0.706563317	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1410	381a-A6-07-23.jpg	228145	8436	217451	829	1429	10-20 cm	HM	+1.5°C	381	A	July	23	0.962653893	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1411	381a-A6-07-23.jpg	228145	723	221556	3407	2459	20-30 cm	HM	+1.5°C	381	A	July	23	0.996747331	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1412	381a-A6-07-23.jpg	228145	749	219781	5473	2142	30-40 cm	HM	+1.5°C	381	A	July	23	0.996603637	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1413	381a-A6-07-23.jpg	228145	13948	207564	5211	1422	40-50 cm	HM	+1.5°C	381	A	July	23	0.937032757	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1414	381a-A6-07-23.jpg	228145	605	222267	4741	532	50-60 cm	HM	+1.5°C	381	A	July	23	0.997285437	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1415	381a-A6-07-23.jpg	228145	111337	106965	605	9238	60-70 cm	HM	+1.5°C	381	A	July	23	0.489986349	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1416	381a-A6-07-23.jpg	226464	217170	2379	1024	5891	70-80 cm	HM	+1.5°C	381	A	July	23	0.01083585	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1417	381a-A6-09-23.jpg	242725	22061	199805	3301	17558	0-10 cm	HM	+1.5°C	381	A	September	23	0.900566107	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1418	381a-A6-09-23.jpg	242725	2356	223901	3093	13375	10-20 cm	HM	+1.5°C	381	A	September	23	0.989587062	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1419	381a-A6-09-23.jpg	242725	4305	227035	2628	8757	20-30 cm	HM	+1.5°C	381	A	September	23	0.981391026	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1420	381a-A6-09-23.jpg	242725	2573	222335	11163	6654	30-40 cm	HM	+1.5°C	381	A	September	23	0.988559767	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1421	381a-A6-09-23.jpg	242725	3019	221682	12312	5712	40-50 cm	HM	+1.5°C	381	A	September	23	0.986564368	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1422	381a-A6-09-23.jpg	242725	777	222457	9156	10335	50-60 cm	HM	+1.5°C	381	A	September	23	0.996519347	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1423	381a-A6-09-23.jpg	242725	24123	199131	982	18489	60-70 cm	HM	+1.5°C	381	A	September	23	0.891948185	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1424	381a-A6-09-23.jpg	242008	210736	7963	1962	21347	70-80 cm	HM	+1.5°C	381	A	September	23	0.036410775	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1425	381a-G6-07-23.jpg	228145	148341	79087	397	320	0-10 cm	HM	+1.5°C	381	G	July	23	0.34774522	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1426	381a-G6-07-23.jpg	228145	99551	127083	585	926	10-20 cm	HM	+1.5°C	381	G	July	23	0.560741107	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1427	381a-G6-07-23.jpg	228145	51120	173503	1491	2031	20-30 cm	HM	+1.5°C	381	G	July	23	0.772418675	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1428	381a-G6-07-23.jpg	228145	31998	192474	2306	1367	30-40 cm	HM	+1.5°C	381	G	July	23	0.857452154	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1429	381a-G6-07-23.jpg	228145	11124	212719	2886	1416	40-50 cm	HM	+1.5°C	381	G	July	23	0.950304454	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1430	381a-G6-07-23.jpg	228145	54031	168444	4406	1264	50-60 cm	HM	+1.5°C	381	G	July	23	0.757136757	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1431	381a-G6-07-23.jpg	228145	169115	51190	735	7105	60-70 cm	HM	+1.5°C	381	G	July	23	0.232359683	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1432	381a-G6-07-23.jpg	226464	221350	49	1080	3985	70-80 cm	HM	+1.5°C	381	G	July	23	0.00022132	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1433	381a-G6-09-23.jpg	242725	148802	71880	5205	16838	0-10 cm	HM	+1.5°C	381	G	September	23	0.325717548	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1434	381a-G6-09-23.jpg	242725	19695	204567	5851	12612	10-20 cm	HM	+1.5°C	381	G	September	23	0.912178613	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1435	381a-G6-09-23.jpg	242725	31341	193601	6926	10857	20-30 cm	HM	+1.5°C	381	G	September	23	0.860670751	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1436	381a-G6-09-23.jpg	242725	64196	160532	8900	9097	30-40 cm	HM	+1.5°C	381	G	September	23	0.714339112	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1437	381a-G6-09-23.jpg	242725	62794	161678	9899	8354	40-50 cm	HM	+1.5°C	381	G	September	23	0.720259097	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1438	381a-G6-09-23.jpg	242725	66280	159401	7601	9443	50-60 cm	HM	+1.5°C	381	G	September	23	0.706311121	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1439	381a-G6-09-23.jpg	242725	16344	208603	801	16977	60-70 cm	HM	+1.5°C	381	G	September	23	0.927342885	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1440	381a-G6-09-23.jpg	242008	205662	14463	2438	19445	70-80 cm	HM	+1.5°C	381	G	September	23	0.065703578	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1441	381b-A6-07-23.jpg	228145	94215	132375	669	886	0-10 cm	HM	+1.5°C	381	A	July	23	0.584204952	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1442	381b-A6-07-23.jpg	228145	59463	164828	922	2932	10-20 cm	HM	+1.5°C	381	A	July	23	0.734884592	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1443	381b-A6-07-23.jpg	228145	49461	174037	2363	2284	20-30 cm	HM	+1.5°C	381	A	July	23	0.778696006	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1444	381b-A6-07-23.jpg	228145	21081	202412	2734	1918	30-40 cm	HM	+1.5°C	381	A	July	23	0.905674898	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1445	381b-A6-07-23.jpg	228145	10295	214130	2645	1075	40-50 cm	HM	+1.5°C	381	A	July	23	0.954127214	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1446	381b-A6-07-23.jpg	228145	7346	217371	3171	257	50-60 cm	HM	+1.5°C	381	A	July	23	0.967309994	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1447	381b-A6-07-23.jpg	228145	113221	110588	529	3807	60-70 cm	HM	+1.5°C	381	A	July	23	0.494117752	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1448	381b-A6-07-23.jpg	226464	220540	1227	887	3810	70-80 cm	HM	+1.5°C	381	A	July	23	0.005532834	07-23	A6	381A6	381	2023-07-31	2023-09-11	five
1449	381b-A6-09-23.jpg	242725	81097	141076	4219	16333	0-10 cm	HM	+1.5°C	381	A	September	23	0.634982649	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1450	381b-A6-09-23.jpg	242725	53939	172145	4300	12341	10-20 cm	HM	+1.5°C	381	A	September	23	0.761420534	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1451	381b-A6-09-23.jpg	242725	62502	167325	5093	7805	20-30 cm	HM	+1.5°C	381	A	September	23	0.728047618	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1452	381b-A6-09-23.jpg	242725	134254	90415	7525	10531	30-40 cm	HM	+1.5°C	381	A	September	23	0.402436473	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1453	381b-A6-09-23.jpg	242725	4339	221518	8406	8462	40-50 cm	HM	+1.5°C	381	A	September	23	0.980788729	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1454	381b-A6-09-23.jpg	242725	1239	223952	5570	11964	50-60 cm	HM	+1.5°C	381	A	September	23	0.994498004	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1455	381b-A6-09-23.jpg	242725	23093	202857	931	15844	60-70 cm	HM	+1.5°C	381	A	September	23	0.897795973	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1456	381b-A6-09-23.jpg	242008	209369	11340	2615	18684	70-80 cm	HM	+1.5°C	381	A	September	23	0.051379871	09-23	A6	381A6	381	2023-09-11	2023-10-23	six
1457	381b-G6-07-23.jpg	228145	155004	69479	798	2864	0-10 cm	HM	+1.5°C	381	G	July	23	0.309506733	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1458	381b-G6-07-23.jpg	228145	37331	188766	562	1486	10-20 cm	HM	+1.5°C	381	G	July	23	0.83488945	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1459	381b-G6-07-23.jpg	228145	46016	178757	1498	1874	20-30 cm	HM	+1.5°C	381	G	July	23	0.795277903	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1460	381b-G6-07-23.jpg	228145	64785	159313	2489	1558	30-40 cm	HM	+1.5°C	381	G	July	23	0.710907728	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1461	381b-G6-07-23.jpg	228145	66923	156078	3852	1292	40-50 cm	HM	+1.5°C	381	G	July	23	0.699898207	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1462	381b-G6-07-23.jpg	228145	71435	150131	4831	1748	50-60 cm	HM	+1.5°C	381	G	July	23	0.677590425	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1463	381b-G6-07-23.jpg	228145	186067	34123	613	7342	60-70 cm	HM	+1.5°C	381	G	July	23	0.154970707	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1464	381b-G6-07-23.jpg	226464	219023	748	850	5843	70-80 cm	HM	+1.5°C	381	G	July	23	0.003403543	07-23	G6	381G6	381	2023-07-31	2023-09-11	five
1465	381b-G6-09-23.jpg	242725	119306	102441	5373	15605	0-10 cm	HM	+1.5°C	381	G	September	23	0.461972428	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1466	381b-G6-09-23.jpg	242725	26917	198944	5695	11169	10-20 cm	HM	+1.5°C	381	G	September	23	0.880824932	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1467	381b-G6-09-23.jpg	242725	26373	199495	7795	9062	20-30 cm	HM	+1.5°C	381	G	September	23	0.883237112	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1468	381b-G6-09-23.jpg	242725	8822	215994	11171	6738	30-40 cm	HM	+1.5°C	381	G	September	23	0.960759021	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1469	381b-G6-09-23.jpg	242725	3893	219806	12371	6655	40-50 cm	HM	+1.5°C	381	G	September	23	0.982597151	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1470	381b-G6-09-23.jpg	242725	21313	203711	8101	9600	50-60 cm	HM	+1.5°C	381	G	September	23	0.905285658	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1471	381b-G6-09-23.jpg	242725	15442	208689	946	17648	60-70 cm	HM	+1.5°C	381	G	September	23	0.931102793	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1472	381b-G6-09-23.jpg	242008	205587	15113	1635	19673	70-80 cm	HM	+1.5°C	381	G	September	23	0.068477571	09-23	G6	381G6	381	2023-09-11	2023-10-23	six
1473	382a-A6-07-23.jpg	228145	145581	77008	825	4731	0-10 cm	HM	+3.0°C	382	A	July	23	0.345964985	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1474	382a-A6-07-23.jpg	228145	51561	170570	1056	4958	10-20 cm	HM	+3.0°C	382	A	July	23	0.767880215	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1475	382a-A6-07-23.jpg	228145	468	222336	2517	2824	20-30 cm	HM	+3.0°C	382	A	July	23	0.997899499	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1476	382a-A6-07-23.jpg	228145	4025	220237	2130	1753	30-40 cm	HM	+3.0°C	382	A	July	23	0.982052242	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1477	382a-A6-07-23.jpg	228145	19470	205985	2063	627	40-50 cm	HM	+3.0°C	382	A	July	23	0.913641303	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1478	382a-A6-07-23.jpg	228145	70768	154797	2359	221	50-60 cm	HM	+3.0°C	382	A	July	23	0.686263383	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1479	382a-A6-07-23.jpg	228145	96985	127567	476	3117	60-70 cm	HM	+3.0°C	382	A	July	23	0.568095586	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1480	382a-A6-07-23.jpg	226464	222183	3049	576	656	70-80 cm	HM	+3.0°C	382	A	July	23	0.013537153	07-23	A6	382A6	382	2023-07-31	2023-09-11	five
1481	382a-A6-09-23.jpg	242725	64168	155461	4285	18811	0-10 cm	HM	+3.0°C	382	A	September	23	0.707834576	09-23	A6	382A6	382	2023-09-11	2023-10-23	six
1482	382a-A6-09-23.jpg	242725	2523	220830	4268	15104	10-20 cm	HM	+3.0°C	382	A	September	23	0.98870398	09-23	A6	382A6	382	2023-09-11	2023-10-23	six
